,input,output
135,COc1ccc(C(=CC#N)c2ccc3c(c2)OCO3)cc1OC,CCOP(=O)(CC#N)OCC.COc1ccc(C(=O)c2ccc3c(c2)OCO3)cc1OC
136,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@@H](NC(C)=O)[C@H](N=[N+]=[N-])[C@@H]1OS(C)(=O)=O,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@@H](NC(C)=O)[C@H](N=[N+]=[N-])[C@@H]1O.CS(=O)(=O)Cl
137,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3OCC4)CC2)CC1)c1ccc(C(F)(F)F)cc1,N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3OCC4)CC2)CC1.O=C(O)c1ccc(C(F)(F)F)cc1
138,Cc1ccc(S(=O)(=O)OC[C@@H]2CCCN2S(=O)(=O)c2ccc3c(c2)C2(OCCCO2)C2=NCC(C)(C)CN23)cc1,CC1(C)CN=C2N(C1)c1ccc(S(=O)(=O)N3CCC[C@H]3CO)cc1C21OCCCO1.Cc1ccc(S(=O)(=O)Cl)cc1
139,COC(=O)c1ccc(NCc2ccc(C3CCCCC3)cc2)cc1O,COC(=O)c1ccc(N)cc1O.O=Cc1ccc(C2CCCCC2)cc1
140,O=[N+]([O-])c1cccnc1-n1cccn1,O=[N+]([O-])c1cccnc1Cl.c1cn[nH]c1
141,COc1cc(-c2cn[nH]c2)cc(OC)c1-c1ccc(N(C)C2CC(C)(C)NC(C)(C)C2)nn1,CC1(C)OB(c2cn[nH]c2)OC1(C)C.COc1cc(Br)cc(OC)c1-c1ccc(N(C)C2CC(C)(C)NC(C)(C)C2)nn1
142,NCCNCCNCc1ccccc1,NCCNCCN.O=Cc1ccccc1
143,CCOC(=O)c1cn2cc(CNc3nnc(C(O)(CC)C(F)(F)F)o3)ccc2c1-c1ccc(F)cc1,CCC(O)(c1nnc(N)o1)C(F)(F)F.CCOC(=O)c1cn2cc(C=O)ccc2c1-c1ccc(F)cc1
144,O=C(O)C(F)(F)F,CC(C)(C)OC(=O)N1CCC(c2ccccc2NS(C)(=O)=O)CC1
145,Nc1cccc(S(=O)(=O)Nc2ccc3nsnc3c2)c1,O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccc3nsnc3c2)c1
146,O=c1cc(OCc2ccc(F)cc2)cn[nH]1,O=c1cc(OCc2ccc(F)cc2)cnn1C1CCCCO1
147,FC(F)(F)C(OCOC(C(F)(F)F)C(F)(F)F)C(F)(F)F,FCOC(C(F)(F)F)C(F)(F)F.OC(C(F)(F)F)C(F)(F)F
148,Cc1cncc(C#C[Si](C)(C)C)c1,C#C[Si](C)(C)C.Cc1cncc(Br)c1
149,COC1CCN(c2ccc([N+](=O)[O-])cn2)C1,CI.O=[N+]([O-])c1ccc(N2CCC(O)C2)nc1
150,CCCOc1cc2c(cc1C(C)=O)C(C(C)C)=CC(C)(C)O2,CC(=O)c1cc2c(cc1O)OC(C)(C)C=C2C(C)C.CCCI
151,CCS(=O)(=O)N1CC=C(c2cnc(N)c(-c3nc4cc(C)ccc4[nH]3)n2)CC1,CCS(=O)(=O)N1CC=C(c2cnc(N)c(C(=O)O)n2)CC1.Cc1ccc(N)c(N)c1
152,C=CC(=O)Nc1cccc(Oc2nc(Nc3cc(F)c(OCCOC)c(F)c3)nc3[nH]ccc23)c1,C=CC(=O)Cl.COCCOc1c(F)cc(Nc2nc(Oc3cccc(N)c3)c3cc[nH]c3n2)cc1F
153,COC(COc1ccc(C(C)(C)C)cc1)OC,CC(C)(C)c1ccc(O)cc1.COC(CBr)OC
154,N#CC1(c2ccc(Cl)nc2)CCC(=O)CC1,COC(=O)C1CC(C#N)(c2ccc(Cl)nc2)CCC1=O
155,CSc1nc(NC2CCCC2)n2nc(-c3ccccc3)c(-c3ccnc(F)c3)c2n1,CSc1nc(NC2CCCC2)n2nc(-c3ccccc3)c(Br)c2n1.OB(O)c1ccnc(F)c1
156,CCCO[C@@H]1C[C@H]([C@@H](O[Si](C)(C)C(C)(C)C)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cccc(C(=O)N3CCC[C@@H]3COC)c2)N(C(=O)OC(C)(C)C)C1,CCCO[C@@H]1C[C@H]([C@@H](O[Si](C)(C)C(C)(C)C)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cccc(C(=O)O)c2)N(C(=O)OC(C)(C)C)C1.COC[C@H]1CCCN1
157,COc1cc(OC)cc(C(=CC#N)c2cc(OC)ccc2OC)c1,CCOP(=O)(CC#N)OCC.COc1cc(OC)cc(C(=O)c2cc(OC)ccc2OC)c1
158,CN(C)c1ccccc1CC(=O)N1C[C@@H]2[C@@H](Cl)CCC(c3ccccc3)(c3ccccc3)[C@@H]2C1,CN(C)c1ccccc1CC(=O)O.Cl[C@H]1CCC(c2ccccc2)(c2ccccc2)[C@@H]2CNC[C@H]12
159,O=[N+]([O-])c1cc(-c2cccs2)cn1[C@H]1C[C@H](O)[C@@H](CO)O1,CCCC[Sn](CCCC)(CCCC)c1cccs1.O=[N+]([O-])c1cc(I)cn1[C@H]1C[C@H](O)[C@@H](CO)O1
160,CCC(=Nc1c(C)cc(C(=O)C(C)C)nc1Cl)N[C@H]1CCc2cc(Br)ccc21,CCC(Cl)=Nc1c(C)cc(C(=O)C(C)C)nc1Cl.N[C@H]1CCc2cc(Br)ccc21
161,O=C(O)C(F)(F)F,NCCc1cccnc1.O=C(O)CN1C(=O)CN(C(=O)c2ccc(Cl)cc2)Cc2ccccc21
162,CCOC(=O)c1cccc(Sc2c(C)n(-c3cnn(C(C)C)c3)c3cc(Cl)ccc23)c1,CC(C)n1cc(Br)cn1.CCOC(=O)c1cccc(Sc2c(C)[nH]c3cc(Cl)ccc23)c1
163,COC(=O)c1cc([N+](=O)[O-])c(OC(=S)N(C)C)c(F)c1Nc1ccccc1C,COC(=O)c1cc([N+](=O)[O-])c(OC(=S)N(C)C)c(F)c1F.Cc1ccccc1N
164,Cc1ccc(-c2cnc3nc(NC(=O)C(C)(C)C)nc(OC(C)C)c3c2)cc1C,CC(C)Oc1nc(NC(=O)C(C)(C)C)nc2ncc(Br)cc12.Cc1ccc(B(O)O)cc1C
165,COc1cccc2c(C(=O)N3CCN(C)[C@@H](C)C3)cn(CC3CCCCC3)c12,CI.COc1cccc2c(C(=O)N3CCN[C@@H](C)C3)cn(CC3CCCCC3)c12
166,Cc1cc(CO)c(C)o1,COC(=O)c1cc(C)oc1C
167,CC(CCCCO)=C(F)F,COC(=O)CCCC(C)=C(F)F
168,c1ccc2oc(C3CCN(CC4CC4)CC3)cc2c1,O=C(C1CC1)N1CCC(c2cc3ccccc3o2)CC1
169,CC(C)(C)OC(=O)N1CCN(c2ccc(N)cc2)CC1,CC(C)(C)OC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1
170,CC(C)N(C(=O)CNc1ccccc1N)c1ccccc1,CC(C)N(C(=O)CBr)c1ccccc1.Nc1ccccc1N
171,CCCC[Sn](CCCC)(CCCC)c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,CCCC[Sn](Cl)(CCCC)CCCC.Ic1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1
172,CCCN(CCC)C(=O)CNc1nc(-c2ccccc2)nc(C)c1C,CCCN(CCC)C(=O)CN.Cc1nc(-c2ccccc2)nc(Cl)c1C
173,C[C@H]1CN(C(=O)COc2ccc(Cl)cc2OCC#N)[C@H](C)CN1Cc1ccc(F)cc1,C[C@H]1CN(C(=O)COc2ccc(Cl)cc2O)[C@H](C)CN1Cc1ccc(F)cc1.N#CCBr
174,Cc1cc(Br)cnc1C1=CCN([C@@H]2CCO[C@H]2C)CC1,CC1OCCC1=O.Cc1cc(Br)cnc1C1=CCNCC1
175,O=C(NCCc1cccs1)c1cc(Cl)ccc1Cl,NCCc1cccs1.O=C(O)c1cc(Cl)ccc1Cl
176,CCOC(=O)c1cnc(C(F)(F)F)s1,CCOC(=O)C(Cl)C=O.NC(=S)C(F)(F)F
177,Cc1oc(-c2ccccc2)nc1Cn1ccc2c(CO)cccc21,COC(=O)c1cccc2c1ccn2Cc1nc(-c2ccccc2)oc1C
178,COc1ccc2cc(C(=O)C(C)N3CCN(c4cccc(Cl)c4)CC3)ccc2c1Cl,COc1ccc2cc(C(=O)C(C)Br)ccc2c1Cl.Clc1cccc(N2CCNCC2)c1
179,CC(=O)N[C@@H](Cc1ccc(Nc2cc(-c3ccccc3)ccn2)cc1)[C@H]1CN(C2(c3cccc(C(C)C)c3)CC2)C(=O)O1,CC(=O)N[C@@H](Cc1ccc(N)cc1)[C@H]1CN(C2(c3cccc(C(C)C)c3)CC2)C(=O)O1.Clc1cc(-c2ccccc2)ccn1
180,Cc1c(F)cc(C(=O)NC[C@@H](C)O)cc1-c1ccc(C(=O)NCC(C)(C)C)cc1C(N)=O,C[C@@H](O)CN.Cc1c(F)cc(C(=O)O)cc1-c1ccc(C(=O)NCC(C)(C)C)cc1C(N)=O
181,COc1nc(N)ccc1-c1cnn(C(=O)OC(C)(C)C)c1,CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)cn1.COc1nc(N)ccc1Br
182,Cn1cc(CCBr)c2ccccc21,BrC(Br)(Br)Br.Cn1cc(CCO)c2ccccc21
183,C[C@H]1COCCN1c1cc(CS(=O)(=O)c2ccc(F)c(F)c2)nc(Cl)n1,C[C@H]1COCCN1c1cc(CI)nc(Cl)n1.O=S([O-])c1ccc(F)c(F)c1
184,COC(=O)[C@@H]1C[C@H](OS(=O)(=O)c2ccc(Br)cc2)CN1,COC(=O)[C@@H]1C[C@H](OS(=O)(=O)c2ccc(Br)cc2)CN1C(=O)OC(C)(C)C
185,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)CCN(C(=O)C2COCCO2)CC3)ncc1Cl,CNC(=O)c1cccc(F)c1Nc1nc(Cl)ncc1Cl.Nc1ccc2c(c1)CCN(C(=O)C1COCCO1)CC2
186,CC(C)Oc1cc2[nH]ccc2cc1Oc1ccnc(N)c1,CC(=O)Nc1cc(Oc2cc3cc[nH]c3cc2OC(C)C)ccn1
187,CCCCc1nc(CO)c(Cl)n1C1CCc2cc(Br)ccc21,CCCCc1nc(C(=O)OCC)c(Cl)n1C1CCc2cc(Br)ccc21
188,COc1cc(NC(=O)CC#N)c(Cl)cc1Cl,COc1cc(N)c(Cl)cc1Cl.N#CCC(=O)O
189,CC(C)(C)OC(=O)N1C[C@@H](NOCc2ccccc2)CC[C@@H]1c1nnn[nH]1,CC(C)(C)OC(=O)N1C[C@@H](NOCc2ccccc2)CC[C@@H]1C#N.[N-]=[N+]=[N-]
190,CS(=O)(=O)NCCOc1c(C2CCC2)ccc(-c2cnc(N)cn2)c1F,CS(=O)(=O)NCCCl.Nc1cnc(-c2ccc(C3CCC3)c(O)c2F)cn1
191,O=S(=O)(c1ccc(Nc2ccnc3cc(Cl)ccc23)cc1)N1CCN(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,Clc1ccc2c(Cl)ccnc2c1.Nc1ccc(S(=O)(=O)N2CCN(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)cc1
192,CCOC(=O)C=C(C)C(OC)OC,CCOC(=O)CP(=O)(OCC)OCC.COC(OC)C(C)=O
193,CCCCOC(=O)C(CCc1ccccc1)NC1CSC(c2cccs2)CN(CC(=O)O)C1=O,CCCCOC(=O)C(CCc1ccccc1)NC1CSC(c2cccs2)CN(CC(=O)OC(C)(C)C)C1=O
194,CCCCCCCCCCCOc1ccc(-c2c3ccc(n3)c(-c3ccc(O)cc3)c3ccc([nH]3)c(-c3ccc(O)cc3)c3ccc(n3)c(-c3ccc(O)cc3)c3ccc2[nH]3)cc1,CCCCCCCCCCCBr.Oc1ccc(-c2c3ccc(n3)c(-c3ccc(O)cc3)c3ccc([nH]3)c(-c3ccc(O)cc3)c3ccc(n3)c(-c3ccc(O)cc3)c3ccc2[nH]3)cc1
195,NC(=O)c1nn(-c2cccc(I)c2)c2ccc(OCCBr)cc12,BrCCBr.NC(=O)c1nn(-c2cccc(I)c2)c2ccc(O)cc12
196,O=C1C(=O)c2ccccc2C2=C1SCC1(CCN(C(=O)c3ccc(-n4cccn4)cc3)CC1)O2,O=C(Cl)c1ccc(-n2cccn2)cc1.O=C1C(=O)c2ccccc2C2=C1SCC1(CCNCC1)O2
197,O=C(NCC(=O)N1CCCNCC1)OCc1ccccc1,CC(C)(C)OC(=O)N1CCCN(C(=O)CNC(=O)OCc2ccccc2)CC1
198,CCc1nc2cc(C(=O)O)ccc2nc1-c1ccccc1,CCc1nc2cc(C(=O)OC)ccc2nc1-c1ccccc1
199,CC1(C)Cc2cccc(NC3=Nc4ccc(NCc5ncc[nH]5)cc4CO3)c2O1,CC1(C)Cc2cccc(NC3=Nc4ccc(N)cc4CO3)c2O1.O=Cc1ncc[nH]1
200,O=C(O)C(F)(F)F,O=C(C[C@@H]1CCNC1)Nc1ccc2cc1CCc1cncc(c1)Nc1ncc(Cl)c(n1)N2.O=C=Nc1ccccc1F
201,O=CCN(CCl)C(=O)Nc1ncc(Br)s1,O=C=Nc1ncc(Br)s1.O=CCNCCl
202,COC[C@H]1CCCN1c1nc2cc(C(=O)O)ccc2nc1-c1ccccc1,COC[C@H]1CCCN1c1nc2cc(C(=O)OC)ccc2nc1-c1ccccc1
203,O=S(=O)(c1ccc(C(O)c2ccccc2)cc1)N1CCc2ccoc2C1,O=Cc1ccc(S(=O)(=O)N2CCc3ccoc3C2)cc1.[Mg+]c1ccccc1
204,O=C(O)C(F)(F)F,COc1ccc(CS[C@@H]2C[C@@H](CCC(=O)c3ccc(F)cc3)N(C(=O)OC(C)(C)C)C2)cc1
205,C[C@@H](c1ccccc1)N(C)c1nc2cc(C(=O)O)ccc2nc1-c1ccc2[nH]ncc2c1,COC(=O)c1ccc2nc(-c3ccc4[nH]ncc4c3)c(N(C)[C@@H](C)c3ccccc3)nc2c1
206,O=C(OCn1ncc(=O)[nH]c1=O)c1cccc2ccccc12,O=C(Cl)c1cccc2ccccc12.O=c1cnn(CO)c(=O)[nH]1
207,O=S(CCn1ccnn1)Cc1ccc(OCc2coc(/C=C/c3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)cc1,O=S(=O)(c1ccc(C=Cc2nc(CCl)co2)cc1)C(F)(F)F.O=S(CCn1ccnn1)Cc1ccc(O)cc1
208,Cc1cc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)ccc1Cl,Cc1c(C)c(N2CCNCC2)c(C)c2c1OC(C)(C)C2.Cc1cc(Br)ccc1Cl
209,C#CCCCCN(C(=O)OCc1ccccc1)C(=O)OCc1ccccc1,C#CCCCCCl.O=C(NC(=O)OCc1ccccc1)OCc1ccccc1
210,COC(=O)c1cc(C#CC(N)C(C)=O)c2cccc(N)c2n1,COC(=O)c1cc(C#CC(N)C(C)=O)c2cccc([N+](=O)[O-])c2n1
211,COC(=O)CC1Cc2ccc(S)cc2C1,COC(=O)CC1Cc2ccc(SCc3sc(-c4ccc(C(F)(F)F)cc4)nc3C)cc2C1
212,COC(=O)c1ccc(CCN)cc1,COC(=O)c1ccc(CCNC(=O)OC(C)(C)C)cc1
213,Cc1ccc(S(=O)(=O)n2ccc3c(-c4c(-c5ccc(F)cc5)nc5ccc(N6CCN[C@H](C)C6)nn45)ccnc32)cc1,C[C@@H]1CNCCN1.Cc1ccc(S(=O)(=O)n2ccc3c(-c4c(-c5ccc(F)cc5)nc5ccc(Cl)nn45)ccnc32)cc1
214,CCOC(=O)C1CCN(c2ccc3c(NC(=O)CCc4ccccc4Cl)c(Cl)ccc3n2)CC1,CCOC(=O)C1CCN(c2ccc3c(N)c(Cl)ccc3n2)CC1.O=C(O)CCc1ccccc1Cl
215,C#CC#CCC/C=C/C=C/C(=O)NCC(C)C,C#CC#CCC/C=C/C=C/C(=O)O.CC(C)CN
216,O=C1CCC(=O)c2ccccc21,O=C1C=CC(=O)c2ccccc21
217,CCCO[C@H]1CN(c2nc(-c3ncnn3C)c(C(=O)OC)s2)CC[C@H]1NC(=O)c1cc(Cl)c(C)[nH]1,CCCO[C@@H]1CNCC[C@@H]1NC(=O)c1cc(Cl)c(C)[nH]1.COC(=O)c1sc(Cl)nc1-c1ncnn1C
218,CCCCCCCCCCCCCCCCNc1ccc(CC(=O)O)cc1,CCCCCCCCCCCCCCCCNc1ccc(CC(=O)OCC)cc1
219,C[Sn](C)(C)c1cc2nccc(Cl)c2s1,C[Sn](C)(C)[Sn](C)(C)C.Clc1ccnc2cc(I)sc12
220,Cn1c(CC#N)ccc1C(=O)c1ccccc1,Cn1cccc1CC#N.O=C(Cl)c1ccccc1
221,CS(=O)(=O)Nc1ccc(CO)cc1,CCOC(=O)c1ccc(NS(C)(=O)=O)cc1
222,COC(=O)C1Cc2cccc3ccn(c23)C1,COC(=O)C1=Cc2cccc3ccn(c23)C1
223,Cn1cc2ccc(NC(=O)c3c(F)cccc3NCc3ccnc(NC(=O)N4CCOCC4)c3)cc2n1,Cn1cc2ccc(NC(=O)c3c(F)cccc3NCc3ccnc(Br)c3)cc2n1.NC(=O)N1CCOCC1
224,NCc1ccc2[nH]ccc2c1,N#Cc1ccc2[nH]ccc2c1
225,c1cc2c(ccn2CC2CCNC2)cc1-c1cnn(C2CCCCO2)c1,O=C(OCc1ccccc1)N1CCC(Cn2ccc3cc(-c4cnn(C5CCCCO5)c4)ccc32)C1
226,C[C@@H](NC(=O)OC(C)(C)C)c1ccc(Br)cc1F,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.C[C@@H]([NH3+])c1ccc(Br)cc1F
227,N#CC1(c2ccncc2)CCNCC1,CC(C)(C)OC(=O)N1CCC(C#N)(c2ccncc2)CC1
228,CC(C)NC(=O)N1CCc2ccc(OCCCN3CCCCC3)cc2C1,CC(C)N=C=O.c1cc2c(cc1OCCCN1CCCCC1)CNCC2
229,O=C1NCCn2c1cc1c(F)c(F)cc(-c3ccc(F)c(F)c3)c12,O=C1NCCn2c1cc1c(F)c(F)cc(Br)c12.OB(O)c1ccc(F)c(F)c1
230,O=C(c1ccccc1)C1CCN(CCc2ccccc2)CC1,BrCCc1ccccc1.O=C(c1ccccc1)C1CCNCC1
231,COc1ccc(NC(=O)Nc2ccc(Br)cc2)cc1-c1c(F)cnn1C,COc1ccc(N)cc1-c1c(F)cnn1C.O=C=Nc1ccc(Br)cc1
232,COc1ccc(Cn2ncc3c4c(cnc32)CNCC4)cc1,COc1ccc(Cn2ncc3c4c(cnc32)CN(C(=O)OC(C)(C)C)CC4)cc1
233,NCCCOCCCCOCCCNc1nc(Nc2ccc(C(=O)O)cc2)nc(OCC(F)(F)F)n1,COC(=O)c1ccc(Nc2nc(NCCCOCCCCOCCCN)nc(OCC(F)(F)F)n2)cc1
234,CC(C)(O)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,CC(C)(O)C(=O)O.NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21
235,COc1ccc(-c2ccc3[nH]c(=O)c(-c4nc5ccccc5[nH]4)c(N[C@@H]4CN5CCC4CC5)c3c2)cc1,COc1ccc(B(O)O)cc1.O=c1[nH]c2ccc(Br)cc2c(N[C@@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1
236,Cc1cccc(-c2[nH]c(C(C)C)nc2-c2cccc(-c3ccc([N+](=O)[O-])cc3)c2)n1,Cc1cccc(-c2[nH]c(C(C)C)nc2-c2cccc(Br)c2)n1.O=[N+]([O-])c1ccc(B(O)O)cc1
237,CC(=O)Nc1cc(OCC(F)(F)C(F)(F)F)nn1-c1cc(S(=O)CC(F)(F)Cl)c(C)cc1F,CC(=O)Nc1cc(OCC(F)(F)C(F)(F)F)nn1-c1cc(SCC(F)(F)Cl)c(C)cc1F.O=C(OO)c1cccc(Cl)c1
238,COc1ccc2ncc(F)c(CCN3CC[C@H](CNS(=O)(=O)c4ccc5c(c4)NC(=O)CS5)C3)c2n1,COc1ccc2ncc(F)c(CCN3CC[C@H](CN)C3)c2n1.O=C1CSc2ccc(S(=O)(=O)Cl)cc2N1
239,COc1ccc2c(c1)C(C(=O)N(Cc1ccc(N(C)C)cc1)c1ccc(C(C)C)nc1)CCC2,CC(C)c1ccc(NCc2ccc(N(C)C)cc2)cn1.COc1ccc2c(c1)C(C(=O)O)CCC2
240,CS(=O)(=O)Oc1ccc(F)cc1CO,CS(=O)(=O)Oc1ccc(F)cc1C=O
241,CC1(C)CN([C@H]2C[C@@]3(C)[C@@H](CC[C@H]4[C@@H]5CC[C@H](C(=O)CSC#N)[C@@]5(C)CC(=O)[C@@H]43)C[C@@H]2O)CCO1,CC1(C)CN([C@H]2C[C@@]3(C)[C@@H](CC[C@H]4[C@@H]5CC[C@H](C(=O)CCl)[C@@]5(C)CC(=O)[C@@H]43)C[C@@H]2O)CCO1.N#C[S-]
242,O=C(O)Cc1ccccc1,COC(=O)Cc1ccccc1
243,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc(OC)nc4)nc23)c1F,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Br)nc23)c1F.COc1ncc(B(O)O)cn1
244,COC(=O)C(C)(Cc1c[nH]c2ccccc12)NC(=O)c1cc(C#Cc2ccccc2)ccc1OC(C)C,CC(C)Oc1ccc(C#Cc2ccccc2)cc1C(=O)O.COC(=O)C(C)(N)Cc1c[nH]c2ccccc12
245,CC(C)(C)OC(=O)Nc1nc(CO)cs1,CCOC(=O)c1csc(NC(=O)OC(C)(C)C)n1
246,O=C(O)[C@@H]1CCCN1C(=O)OCc1ccccc1,CC(Cl)OC(=O)OCc1ccccc1.O=C(O)[C@@H]1CCCN1
247,COc1ccc(CN2C(=O)c3ccccc3C2=O)cc1,COc1ccc(CCl)cc1.O=C1NC(=O)c2ccccc21
248,NNC(=O)c1ccc(OCF)cc1,COC(=O)c1ccc(OCF)cc1.NN
249,C=C(CC(=O)OC)C[Si](C)(C)C,C=C(CC(=O)O)C[Si](C)(C)C.C=[N+]=[N-]
250,CC(C)C[C@H]1C(=O)N[C@@H](c2ccsc2)CN1C(=O)c1cc(-c2ccc(F)cc2)on1,CC(C)C[C@@H]1NC[C@H](c2ccsc2)NC1=O.O=C(O)c1cc(-c2ccc(F)cc2)on1
251,Oc1cccc(-c2c(-c3ccccc3)[nH]c3ncc(Br)cc23)c1,COc1cccc(-c2c(-c3ccccc3)[nH]c3ncc(Br)cc23)c1
252,CCCCOCCOc1ccc(-c2cc3c4c(c2)OCCN4CCCC(C(=O)O)=C3)cc1,CCCCOCCOc1ccc(-c2cc3c4c(c2)OCCN4CCCC(C(=O)OCC)=C3)cc1
253,CCOC(=O)c1c(OCC)cc(C)nc1Cl,CCOC(=O)c1c(Cl)cc(C)nc1Cl.CC[O-]
254,Cc1ccc(-c2cn3c(n2)C(OC2CCN(C)CC2)c2ccccc2CC3)cc1,CN1CCC(OC2c3ccccc3CCn3cc(I)nc32)CC1.Cc1ccc(B(O)O)cc1
255,CCN(Cc1ccccc1N)c1ccc(C(N)=O)nn1,CCNCc1ccccc1N.NC(=O)c1ccc(Cl)nn1
256,c1ccc(Nc2c[nH]c3ncccc23)cc1,Brc1c[nH]c2ncccc12.Nc1ccccc1
257,O=C(Nc1cccc(OC(F)(F)F)c1)Oc1ccccc1,Nc1cccc(OC(F)(F)F)c1.O=C(Cl)Oc1ccccc1
258,N=C(CCCCc1ccc(F)cc1)NC(=O)c1cc(Cl)cnc1Cl,N=C(N)CCCCc1ccc(F)cc1.O=C(O)c1cc(Cl)cnc1Cl
259,Nc1ccc(Br)c2ccncc12,O=[N+]([O-])c1ccc(Br)c2ccncc12
260,CC(=O)Nc1cccc(C(CN)NC(=O)c2c(C)nc3c(OCc4c(F)cccc4F)cc(C)cn23)c1,CC(=O)Nc1cccc(C(CNC(=O)OC(C)(C)C)NC(=O)c2c(C)nc3c(OCc4c(F)cccc4F)cc(C)cn23)c1
261,CC(C)(C)OC(=O)N[C@@H](CO)c1nc2cc(C(C)(C)C)ccc2[nH]1,CC(C)(C)OC(=O)N[C@@H](CO)C(=O)O.CC(C)(C)c1ccc(N)c(N)c1
262,COc1cc(-n2ccc3oc(-c4ccc(C(F)(F)F)cc4)cc3c2=O)ccc1OCC1(C#N)CC1,COc1cc(-n2ccc3oc(Br)cc3c2=O)ccc1OCC1(C#N)CC1.OB(O)c1ccc(C(F)(F)F)cc1
263,CN([C@@H]1CCc2ccc(C(=O)O)cc21)S(=O)(=O)c1ccccc1Cl,COC(=O)c1ccc2c(c1)[C@H](N(C)S(=O)(=O)c1ccccc1Cl)CC2
264,C1=C(c2c[nH]c3ccccc23)CCN(CCOC2CCCCO2)C1,C1=C(c2c[nH]c3ccccc23)CCNC1.ClCCOC1CCCCO1
265,CN(C)C(=O)Oc1cccc2c1CC[C@H]1[C@@H]2CCN1CCCCCCN1C(=O)CC(C)(C)CC1=O,CC1(C)CC(=O)N(CCCCCCN2CC[C@@H]3c4cccc(O)c4CC[C@@H]32)C(=O)C1.CN(C)C(=O)Cl
266,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)cc1Cl,CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1Cl.Nc1ccc(Cl)cc1C(=O)c1ccccc1
267,CC(C)(C)OC(=O)NC(CC#N)c1ccc(OC(F)(F)F)c(F)c1,CC(C)(C)OC(=O)NC(CC(N)=O)c1ccc(OC(F)(F)F)c(F)c1
268,CCc1cc(=O)c2cc(F)ccc2[nH]1,CCC(=O)CC(=O)OC.Nc1ccc(F)cc1
269,COc1cc2c(Oc3ccc4[nH]c(C)c(C)c4c3)ncnc2cc1OCCCN(C)S(C)(=O)=O,COc1cc2c(Cl)ncnc2cc1OCCCN(C)S(C)(=O)=O.Cc1[nH]c2ccc(O)cc2c1C
270,O=C(O)CCNS(=O)(=O)c1ccccc1[N+](=O)[O-],COC(=O)CCNS(=O)(=O)c1ccccc1[N+](=O)[O-]
271,CS(=O)(=O)C(=C1CN([C@@H](c2ccc(Cl)cc2)c2ccc(CN3CCCCC3)cc2)C1)c1cc(F)cc(F)c1,C1CCNCC1.CS(=O)(=O)C(=C1CN([C@@H](c2ccc(Cl)cc2)c2ccc(CCl)cc2)C1)c1cc(F)cc(F)c1
272,CC(C)(C)c1cc(C(=O)Oc2ccccc2[N+](=O)[O-])cc(C(C)(C)C)c1O,CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1O.O=[N+]([O-])c1ccccc1O
273,CC(=O)N[C@H]1[C@@H](N=[N+]=[N-])O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)N[C@H]1[C@@H](Cl)O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O.[N-]=[N+]=[N-]
274,COc1ccc(N)cc1OCCN1CCCCC1,COc1ccc([N+](=O)[O-])cc1OCCN1CCCCC1
275,Nc1ccc(C2CC2)cc1NC1CCN(C2CCOCC2)CC1,O=[N+]([O-])c1ccc(C2CC2)cc1NC1CCN(C2CCOCC2)CC1
276,CC1NC2=NCCN2C1c1ccccc1,CC(NC1=NCCN1)C(O)c1ccccc1
277,CC(C)(O)C#Cc1cccc(Br)n1,C#Cc1cccc(Br)n1.CC(C)=O
278,CCc1cccc(CC(=O)O)c1OCCCc1cn(-c2ccc(Br)cn2)nc1C(CC)CC,CCc1cccc(CC(=O)OC)c1OCCCc1cn(-c2ccc(Br)cn2)nc1C(CC)CC
